"encuesta"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"indeciso"
"indeciso"
"en contra"
"indeciso"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"indeciso"
"a favor"
"a favor"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"a favor"
"en contra"
"indeciso"
"a favor"
"en contra"
"indeciso"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"a favor"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"a favor"
"indeciso"
"en contra"
"a favor"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"indeciso"
"a favor"
"a favor"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"a favor"
"en contra"
"indeciso"
"a favor"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"indeciso"
"indeciso"
"en contra"
"en contra"
"indeciso"
"indeciso"
"indeciso"
"en contra"
"en contra"
"a favor"
"indeciso"
"en contra"
"a favor"
"indeciso"
"indeciso"
"indeciso"
"a favor"
"a favor"
"a favor"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"a favor"
"a favor"
"indeciso"
"indeciso"
"a favor"
"a favor"
"en contra"
"indeciso"
"en contra"
"en contra"
"indeciso"
"en contra"
"a favor"
"a favor"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"a favor"
"indeciso"
"indeciso"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"a favor"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"indeciso"
"a favor"
"a favor"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"a favor"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"a favor"
"indeciso"
"en contra"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"a favor"
"indeciso"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"indeciso"
"a favor"
"indeciso"
"en contra"
"en contra"
"a favor"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"indeciso"
"indeciso"
"en contra"
"a favor"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"indeciso"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"indeciso"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"indeciso"
"en contra"
"a favor"
"indeciso"
"indeciso"
"en contra"
"en contra"
"a favor"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"indeciso"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"a favor"
"a favor"
"a favor"
"a favor"
"en contra"
"a favor"
"a favor"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"a favor"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"indeciso"
"indeciso"
"indeciso"
"a favor"
"en contra"
"en contra"
"a favor"
"indeciso"
"en contra"
"a favor"
"a favor"
"indeciso"
"indeciso"
"en contra"
"en contra"
"indeciso"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"a favor"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"a favor"
"a favor"
"indeciso"
"indeciso"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"indeciso"
"a favor"
"en contra"
"indeciso"
"indeciso"
"indeciso"
"en contra"
"en contra"
"indeciso"
"indeciso"
"indeciso"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"indeciso"
"en contra"
"indeciso"
"indeciso"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"a favor"
"en contra"
"indeciso"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"a favor"
"en contra"
"indeciso"
"a favor"
"indeciso"
"en contra"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"a favor"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"a favor"
"indeciso"
"en contra"
"a favor"
"en contra"
"a favor"
"en contra"
"a favor"
"indeciso"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"indeciso"
"a favor"
"a favor"
"en contra"
"en contra"
"a favor"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"a favor"
"a favor"
"a favor"
"indeciso"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"a favor"
"en contra"
"en contra"
"indeciso"
"indeciso"
"a favor"
"a favor"
"indeciso"
"indeciso"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"a favor"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"en contra"
"a favor"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"a favor"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"indeciso"
"indeciso"
"en contra"
"indeciso"
"en contra"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"indeciso"
"indeciso"
"a favor"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"indeciso"
"a favor"
"indeciso"
"a favor"
"indeciso"
"indeciso"
"en contra"
"en contra"
"en contra"
"en contra"
"a favor"
"a favor"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"indeciso"
"indeciso"
"a favor"
"en contra"
"a favor"
"en contra"
"indeciso"
"a favor"
"a favor"
"a favor"
"indeciso"
"a favor"
"en contra"
"en contra"
"en contra"
"en contra"
"indeciso"
"a favor"
"en contra"
"a favor"
"en contra"
"en contra"
"a favor"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"en contra"
"indeciso"
"indeciso"
"en contra"
"en contra"
"a favor"
"en contra"
"indeciso"
"en contra"
"indeciso"
"en contra"
"en contra"
"indeciso"
"en contra"
"en contra"
"a favor"
"a favor"
"indeciso"
"en contra"
"indeciso"
"a favor"
"en contra"
"indeciso"
"a favor"
"en contra"
